Instance,IsCarbonAware,MaxMakeSpan,MinMakeSpan,SlackCoeff,Makespan,CarbonConsumption(g),EnergyConsumption(kWh),CarbonSavings(%),EnergySavings(%),Group
56,True,182,121,1.5,182,21391.5,205.5,17.98,7.01,Energy-Aware
56,True,242,121,2.0,242,16019.5,200.5,38.57,9.28,Energy-Aware
57,True,99,99,1.0,99,33353.0,192.75,6.12,3.5,Energy-Aware
57,True,149,99,1.5,149,16493.5,184.25,53.57,7.76,Energy-Aware
57,True,198,99,2.0,198,13300.0,179.0,62.56,10.39,Energy-Aware
58,True,113,113,1.0,113,54158.25,336.25,3.67,4.0,Energy-Aware
58,True,170,113,1.5,170,19697.75,331.25,64.96,5.42,Energy-Aware
58,True,226,113,2.0,225,22517.5,316.5,59.95,9.64,Energy-Aware
59,True,95,95,1.0,95,59370.25,302.5,4.27,2.73,Energy-Aware
59,True,143,95,1.5,143,31415.25,287.0,49.35,7.72,Energy-Aware
59,True,190,95,2.0,190,19898.75,279.25,67.92,10.21,Energy-Aware
60,True,102,102,1.0,102,12588.5,279.5,3.44,3.04,Energy-Aware
60,True,153,102,1.5,153,14826.75,263.75,-13.73,8.5,Energy-Aware
60,True,204,102,2.0,204,15437.75,254.25,-18.42,11.8,Energy-Aware
61,True,101,101,1.0,101,15046.5,321.5,4.78,0.85,Energy-Aware
61,True,152,101,1.5,151,16689.0,310.75,-5.61,4.16,Energy-Aware
61,True,202,101,2.0,202,18654.25,299.5,-18.05,7.63,Energy-Aware
62,True,91,91,1.0,91,16079.25,337.75,7.92,3.29,Energy-Aware
62,True,137,91,1.5,136,16913.75,324.5,3.14,7.09,Energy-Aware
62,True,182,91,2.0,182,17805.5,318.25,-1.96,8.88,Energy-Aware
63,True,122,122,1.0,122,37323.75,375.0,8.58,2.98,Energy-Aware
63,True,183,122,1.5,183,42922.0,367.5,-5.13,4.92,Energy-Aware
63,True,244,122,2.0,244,53093.75,349.5,-30.05,9.57,Energy-Aware
64,True,106,106,1.0,106,29590.75,317.0,19.57,1.93,Energy-Aware
64,True,159,106,1.5,159,32693.5,302.25,11.14,6.5,Energy-Aware
64,True,212,106,2.0,212,40608.25,294.25,-10.38,8.97,Energy-Aware
65,True,98,98,1.0,98,19328.5,207.75,9.99,9.08,Energy-Aware
65,True,147,98,1.5,147,22835.25,196.5,-6.34,14.0,Energy-Aware
65,True,196,98,2.0,196,25341.5,191.5,-18.01,16.19,Energy-Aware
66,True,115,115,1.0,115,79943.0,303.5,3.3,1.38,Energy-Aware
66,True,173,115,1.5,173,79503.25,288.5,3.83,6.26,Energy-Aware
66,True,230,115,2.0,230,63088.5,280.0,23.68,9.02,Energy-Aware
67,True,117,117,1.0,117,86783.0,333.0,7.06,1.11,Energy-Aware
67,True,176,117,1.5,176,97796.75,317.25,-4.74,5.79,Energy-Aware
67,True,234,117,2.0,234,74018.0,307.5,20.73,8.69,Energy-Aware
68,True,102,102,1.0,102,55867.0,192.25,13.83,7.9,Energy-Aware
68,True,153,102,1.5,150,43762.5,181.25,32.5,13.17,Energy-Aware
68,True,204,102,2.0,204,43029.75,176.0,33.63,15.69,Energy-Aware
69,True,109,109,1.0,109,100077.25,275.5,17.74,2.39,Energy-Aware
69,True,164,109,1.5,164,67768.25,262.75,44.3,6.91,Energy-Aware
69,True,218,109,2.0,218,28447.25,259.25,76.62,8.15,Energy-Aware
70,True,98,98,1.0,98,92389.0,213.5,10.73,3.94,Energy-Aware
70,True,147,98,1.5,147,47096.75,202.0,54.49,9.11,Energy-Aware
70,True,196,98,2.0,196,27139.0,196.5,73.78,11.59,Energy-Aware
71,True,99,99,1.0,99,111117.5,280.25,8.57,1.23,Energy-Aware
71,True,149,99,1.5,149,59773.75,266.75,50.82,5.99,Energy-Aware
71,True,198,99,2.0,198,31607.75,260.0,73.99,8.37,Energy-Aware
72,True,119,119,1.0,119,30331.0,347.25,28.74,3.14,Energy-Aware
72,True,179,119,1.5,177,38016.75,330.0,10.68,7.95,Energy-Aware
72,True,238,119,2.0,238,31302.5,320.25,26.46,10.67,Energy-Aware
73,True,101,101,1.0,101,35491.25,309.25,22.61,1.59,Energy-Aware
73,True,152,101,1.5,144,23834.75,298.75,48.03,4.93,Energy-Aware
73,True,202,101,2.0,202,29449.25,286.75,35.78,8.75,Energy-Aware
74,True,106,106,1.0,106,27434.0,294.25,23.02,3.6,Energy-Aware
74,True,159,106,1.5,159,24879.5,280.5,30.19,8.11,Energy-Aware
74,True,212,106,2.0,212,29444.0,270.0,17.38,11.55,Energy-Aware
75,True,111,111,1.0,111,81639.0,405.75,-0.48,2.81,Energy-Aware
75,True,167,111,1.5,166,59116.0,388.5,27.24,6.95,Energy-Aware
75,True,222,111,2.0,222,45584.75,386.25,43.89,7.49,Energy-Aware
76,True,93,93,1.0,93,89124.5,368.0,0.2,1.14,Energy-Aware
76,True,140,93,1.5,140,46967.0,356.75,47.41,4.16,Energy-Aware
76,True,186,93,2.0,186,57074.0,347.5,36.09,6.65,Energy-Aware
77,True,113,113,1.0,113,44575.75,290.75,31.1,0.68,Energy-Aware
77,True,170,113,1.5,170,40548.0,273.75,37.32,6.49,Energy-Aware
77,True,226,113,2.0,226,33387.5,268.75,48.39,8.2,Energy-Aware
78,True,98,98,1.0,98,34400.75,237.0,31.72,3.27,Energy-Aware
78,True,147,98,1.5,143,30137.25,225.5,40.18,7.96,Energy-Aware
78,True,196,98,2.0,196,29860.75,223.75,40.73,8.67,Energy-Aware
79,True,94,94,1.0,94,52975.75,221.5,21.5,5.64,Energy-Aware
79,True,141,94,1.5,141,29217.75,211.75,56.7,9.8,Energy-Aware
79,True,188,94,2.0,188,30088.0,208.75,55.41,11.08,Energy-Aware
80,True,104,104,1.0,104,62168.75,289.75,11.57,3.17,Energy-Aware
80,True,156,104,1.5,147,50962.0,279.0,27.51,6.77,Energy-Aware
80,True,208,104,2.0,208,35243.25,274.25,49.87,8.35,Energy-Aware
81,True,112,112,1.0,112,68348.75,300.75,27.64,1.55,Energy-Aware
81,True,168,112,1.5,168,44851.75,292.0,52.51,4.42,Energy-Aware
81,True,224,112,2.0,224,34152.0,280.25,63.84,8.27,Energy-Aware
82,True,113,113,1.0,113,70819.75,261.0,11.19,5.0,Energy-Aware
82,True,170,113,1.5,170,42420.25,252.0,46.81,8.28,Energy-Aware
82,True,226,113,2.0,226,23656.5,244.0,70.33,11.19,Energy-Aware
83,True,98,98,1.0,98,110264.5,272.5,6.77,1.27,Energy-Aware
83,True,147,98,1.5,147,30282.0,260.75,74.4,5.53,Energy-Aware
83,True,196,98,2.0,196,38787.75,251.5,67.2,8.88,Energy-Aware
84,True,102,102,1.0,102,81724.0,314.0,0.18,2.94,Energy-Aware
84,True,153,102,1.5,153,28950.75,301.5,64.64,6.8,Energy-Aware
84,True,204,102,2.0,204,22640.25,294.0,72.35,9.12,Energy-Aware
85,True,112,112,1.0,112,36074.25,235.75,19.74,3.97,Energy-Aware
85,True,168,112,1.5,168,17160.0,217.0,61.82,11.61,Energy-Aware
85,True,224,112,2.0,224,15938.0,211.25,64.54,13.95,Energy-Aware
86,True,107,107,1.0,107,67158.5,296.25,12.96,3.97,Energy-Aware
86,True,161,107,1.5,161,32350.5,284.5,58.07,7.78,Energy-Aware
86,True,214,107,2.0,214,20414.25,275.75,73.54,10.62,Energy-Aware
87,True,96,96,1.0,96,15253.25,224.0,9.3,4.27,Energy-Aware
87,True,144,96,1.5,144,13548.0,212.25,19.44,9.29,Energy-Aware
87,True,192,96,2.0,192,13754.0,206.75,18.21,11.65,Energy-Aware
88,True,109,109,1.0,109,19288.0,282.5,8.3,0.26,Energy-Aware
88,True,164,109,1.5,162,17451.5,266.0,17.03,6.09,Energy-Aware
88,True,218,109,2.0,218,17807.5,256.75,15.34,9.36,Energy-Aware
89,True,114,114,1.0,114,17731.0,273.5,-3.38,5.2,Energy-Aware
89,True,171,114,1.5,170,17120.0,257.25,0.19,10.83,Energy-Aware
89,True,228,114,2.0,228,17793.5,252.5,-3.74,12.48,Energy-Aware
90,True,100,100,1.0,100,29626.25,238.75,11.03,5.63,Energy-Aware
90,True,150,100,1.5,148,18375.5,229.0,44.82,9.49,Energy-Aware
90,True,200,100,2.0,200,22633.25,222.75,32.03,11.96,Energy-Aware
91,True,109,109,1.0,109,33289.5,255.75,4.69,1.73,Energy-Aware
91,True,164,109,1.5,163,22388.0,244.25,35.9,6.15,Energy-Aware
91,True,218,109,2.0,218,27095.0,236.5,22.42,9.13,Energy-Aware
92,True,124,124,1.0,124,26516.25,252.0,25.26,4.18,Energy-Aware
92,True,186,124,1.5,186,30745.75,238.75,13.33,9.22,Energy-Aware
92,True,248,124,2.0,248,27516.25,233.25,22.44,11.31,Energy-Aware
93,True,117,117,1.0,117,43870.0,309.25,14.27,3.43,Energy-Aware
93,True,176,117,1.5,163,46617.75,300.0,8.9,6.32,Energy-Aware
93,True,234,117,2.0,232,37370.75,291.25,26.97,9.06,Energy-Aware
94,True,108,108,1.0,108,46478.0,293.0,7.16,0.26,Energy-Aware
94,True,162,108,1.5,162,38605.5,278.75,22.88,5.11,Energy-Aware
94,True,216,108,2.0,216,37224.0,270.0,25.64,8.09,Energy-Aware
95,True,95,95,1.0,95,35467.25,244.25,12.24,6.24,Energy-Aware
95,True,143,95,1.5,143,29841.75,233.75,26.16,10.27,Energy-Aware
95,True,190,95,2.0,190,30586.75,229.5,24.32,11.9,Energy-Aware
96,True,100,100,1.0,100,74329.0,297.5,15.23,5.03,Energy-Aware
96,True,150,100,1.5,149,60947.0,290.5,30.49,7.26,Energy-Aware
96,True,200,100,2.0,200,48307.75,281.75,44.91,10.06,Energy-Aware
97,True,91,91,1.0,91,84334.5,284.0,6.77,3.07,Energy-Aware
97,True,137,91,1.5,137,51889.25,270.75,42.64,7.59,Energy-Aware
97,True,182,91,2.0,182,55066.5,263.0,39.12,10.24,Energy-Aware
98,True,82,82,1.0,82,77990.0,274.75,4.96,5.67,Energy-Aware
98,True,123,82,1.5,123,43069.25,268.5,47.51,7.81,Energy-Aware
98,True,164,82,2.0,164,42639.0,258.0,48.04,11.42,Energy-Aware
99,True,98,98,1.0,98,52502.75,223.5,31.13,4.79,Energy-Aware
99,True,147,98,1.5,147,31888.0,212.5,58.17,9.48,Energy-Aware
99,True,196,98,2.0,196,25920.0,207.5,66.0,11.61,Energy-Aware
100,True,110,110,1.0,110,101115.0,340.25,0.95,0.58,Energy-Aware
100,True,165,110,1.5,165,59910.75,333.0,41.31,2.7,Energy-Aware
100,True,220,110,2.0,220,40587.5,311.25,60.24,9.06,Energy-Aware
101,True,123,123,1.0,123,60397.25,333.0,23.71,0.97,Energy-Aware
101,True,185,123,1.5,185,55432.0,316.0,29.98,6.02,Energy-Aware
101,True,246,123,2.0,246,29246.5,309.5,63.06,7.96,Energy-Aware
102,True,90,90,1.0,90,47114.75,250.25,15.55,5.3,Energy-Aware
102,True,135,90,1.5,135,17384.25,245.25,68.84,7.19,Energy-Aware
102,True,180,90,2.0,180,15705.5,235.0,71.85,11.07,Energy-Aware
103,True,95,95,1.0,95,40317.25,237.25,5.86,7.32,Energy-Aware
103,True,143,95,1.5,143,17954.75,226.5,58.08,11.52,Energy-Aware
103,True,190,95,2.0,190,15113.25,221.25,64.71,13.57,Energy-Aware
104,True,119,119,1.0,119,49427.5,357.75,10.27,0.35,Energy-Aware
104,True,179,119,1.5,179,24425.0,347.25,55.66,3.27,Energy-Aware
104,True,238,119,2.0,238,24654.0,333.0,55.24,7.24,Energy-Aware
105,True,100,100,1.0,100,15276.0,225.5,-1.08,5.25,Energy-Aware
105,True,150,100,1.5,150,12414.0,213.0,17.86,10.5,Energy-Aware
105,True,200,100,2.0,200,12817.5,208.5,15.19,12.39,Energy-Aware
106,True,108,108,1.0,108,20730.5,352.0,4.28,1.54,Energy-Aware
106,True,162,108,1.5,160,21695.0,338.0,-0.17,5.45,Energy-Aware
106,True,216,108,2.0,216,20730.0,328.0,4.28,8.25,Energy-Aware
107,True,98,98,1.0,98,18715.0,288.5,2.33,1.2,Energy-Aware
107,True,147,98,1.5,147,16440.0,276.75,14.2,5.22,Energy-Aware
107,True,196,98,2.0,196,17507.0,269.5,8.63,7.71,Energy-Aware
108,True,104,104,1.0,104,23159.25,225.0,16.07,2.17,Energy-Aware
108,True,156,104,1.5,156,15085.75,210.25,45.33,8.59,Energy-Aware
108,True,208,104,2.0,208,15278.5,205.5,44.63,10.65,Energy-Aware
109,True,103,103,1.0,103,27585.5,303.25,3.26,1.38,Energy-Aware
109,True,155,103,1.5,155,20051.0,289.0,29.68,6.02,Energy-Aware
109,True,206,103,2.0,206,19232.25,279.5,32.55,9.11,Energy-Aware
110,True,108,108,1.0,108,26845.0,264.0,7.92,0.56,Energy-Aware
110,True,162,108,1.5,162,17676.75,245.25,39.37,7.63,Energy-Aware
110,True,216,108,2.0,216,18494.0,239.5,36.57,9.79,Energy-Aware
111,True,108,108,1.0,108,30369.5,274.5,-0.36,1.52,Energy-Aware
111,True,162,108,1.5,162,22698.0,264.5,24.99,5.11,Energy-Aware
111,True,216,108,2.0,216,22461.5,255.0,25.77,8.52,Energy-Aware
112,True,98,98,1.0,98,36907.0,290.75,0.82,2.43,Energy-Aware
112,True,147,98,1.5,147,23531.5,279.25,36.77,6.29,Energy-Aware
112,True,196,98,2.0,196,25826.0,268.0,30.6,10.07,Energy-Aware
113,True,89,89,1.0,89,32564.75,290.75,2.05,2.43,Energy-Aware
113,True,134,89,1.5,134,20926.0,279.0,37.06,6.38,Energy-Aware
113,True,178,89,2.0,178,23255.25,272.25,30.05,8.64,Energy-Aware
114,True,95,95,1.0,95,33937.25,265.5,-0.6,2.21,Energy-Aware
114,True,143,95,1.5,143,19342.5,250.5,42.66,7.73,Energy-Aware
114,True,190,95,2.0,190,16189.25,240.75,52.01,11.33,Energy-Aware
115,True,105,105,1.0,105,21910.5,231.25,25.3,5.13,Energy-Aware
115,True,158,105,1.5,158,16544.75,219.25,43.59,10.05,Energy-Aware
115,True,210,105,2.0,210,15022.5,214.0,48.78,12.21,Energy-Aware
116,True,98,98,1.0,98,25338.5,223.5,-7.43,8.5,Energy-Aware
116,True,147,98,1.5,147,15466.75,214.5,34.43,12.18,Energy-Aware
116,True,196,98,2.0,196,14207.25,209.75,39.77,14.12,Energy-Aware
117,True,135,135,1.0,135,26398.0,377.75,3.87,3.08,Energy-Aware
117,True,203,135,1.5,203,41062.5,359.25,-49.54,7.83,Energy-Aware
117,True,270,135,2.0,270,30235.0,355.75,-10.11,8.72,Energy-Aware
118,True,109,109,1.0,109,12054.0,214.75,8.91,4.13,Energy-Aware
118,True,164,109,1.5,163,14403.75,203.25,-8.85,9.26,Energy-Aware
118,True,218,109,2.0,218,15202.75,199.0,-14.89,11.16,Energy-Aware
119,True,116,116,1.0,116,16447.5,280.0,9.13,9.31,Energy-Aware
119,True,174,116,1.5,174,19501.0,267.0,-7.74,13.52,Energy-Aware
119,True,232,116,2.0,232,22371.0,262.5,-23.59,14.98,Energy-Aware
120,True,99,99,1.0,99,63408.5,260.25,5.09,5.71,Energy-Aware
120,True,149,99,1.5,149,42937.5,247.75,35.73,10.24,Energy-Aware
120,True,198,99,2.0,198,35932.5,243.25,46.22,11.87,Energy-Aware
121,True,95,95,1.0,95,68213.5,236.0,3.36,1.67,Energy-Aware
121,True,143,95,1.5,143,33606.0,223.0,52.39,7.08,Energy-Aware
121,True,190,95,2.0,190,33916.75,214.25,51.95,10.73,Energy-Aware
122,True,96,96,1.0,96,55899.5,214.5,10.26,5.61,Energy-Aware
122,True,144,96,1.5,144,33492.5,202.75,46.23,10.78,Energy-Aware
122,True,192,96,2.0,192,31043.0,197.5,50.16,13.09,Energy-Aware
123,True,116,116,1.0,116,42853.25,274.25,5.92,1.88,Energy-Aware
123,True,174,116,1.5,173,47996.5,264.25,-5.37,5.46,Energy-Aware
123,True,232,116,2.0,232,28824.25,259.25,36.72,7.25,Energy-Aware
124,True,85,85,1.0,85,67201.25,299.5,-3.05,2.04,Energy-Aware
124,True,128,85,1.5,127,44110.0,291.75,32.36,4.58,Energy-Aware
124,True,170,85,2.0,169,44996.25,283.75,31.0,7.2,Energy-Aware
125,True,103,103,1.0,103,43996.25,255.25,21.33,8.51,Energy-Aware
125,True,155,103,1.5,152,46125.0,241.5,17.52,13.44,Energy-Aware
125,True,206,103,2.0,206,34633.25,235.5,38.07,15.59,Energy-Aware
126,True,114,114,1.0,114,62379.0,305.75,11.71,2.78,Energy-Aware
126,True,171,114,1.5,171,26467.0,295.0,62.54,6.2,Energy-Aware
126,True,228,114,2.0,228,24587.75,283.25,65.2,9.94,Energy-Aware
127,True,115,115,1.0,115,70778.25,327.5,5.47,3.89,Energy-Aware
127,True,173,115,1.5,172,27090.25,325.5,63.82,4.48,Energy-Aware
127,True,230,115,2.0,230,29645.5,311.0,60.4,8.73,Energy-Aware
128,True,112,112,1.0,112,50664.25,267.75,11.45,6.05,Energy-Aware
128,True,168,112,1.5,168,34949.0,257.0,38.91,9.82,Energy-Aware
128,True,224,112,2.0,224,23307.0,252.75,59.26,11.32,Energy-Aware
129,True,99,99,1.0,99,37422.25,387.5,12.81,1.4,Energy-Aware
129,True,149,99,1.5,149,31053.75,375.5,27.65,4.45,Energy-Aware
129,True,198,99,2.0,198,34691.0,363.75,19.18,7.44,Energy-Aware
130,True,100,100,1.0,100,34084.5,334.0,11.53,2.34,Energy-Aware
130,True,150,100,1.5,150,31600.0,316.0,17.98,7.6,Energy-Aware
130,True,200,100,2.0,200,29860.5,307.0,22.49,10.23,Energy-Aware
131,True,103,103,1.0,103,24971.0,242.5,11.08,3.58,Energy-Aware
131,True,155,103,1.5,155,18642.5,233.5,33.62,7.16,Energy-Aware
131,True,206,103,2.0,206,19700.75,228.75,29.85,9.05,Energy-Aware
132,True,117,117,1.0,117,37694.75,363.75,9.55,2.35,Energy-Aware
132,True,176,117,1.5,168,32625.0,353.0,21.71,5.23,Energy-Aware
132,True,234,117,2.0,234,34630.5,339.75,16.9,8.79,Energy-Aware
133,True,117,117,1.0,117,33480.25,322.75,6.96,3.44,Energy-Aware
133,True,176,117,1.5,176,34722.75,306.25,3.51,8.38,Energy-Aware
133,True,234,117,2.0,234,30475.5,301.25,15.31,9.87,Energy-Aware
134,True,97,97,1.0,97,26956.0,231.5,8.84,7.4,Energy-Aware
134,True,146,97,1.5,146,21570.5,219.5,27.05,12.2,Energy-Aware
134,True,194,97,2.0,194,23008.25,214.0,22.19,14.4,Energy-Aware
135,True,120,120,1.0,120,34472.0,305.75,4.88,4.08,Energy-Aware
135,True,180,120,1.5,180,33138.0,293.0,8.56,8.08,Energy-Aware
135,True,240,120,2.0,240,32085.0,285.25,11.47,10.51,Energy-Aware
136,True,111,111,1.0,111,27177.75,269.5,12.21,7.07,Energy-Aware
136,True,167,111,1.5,167,26491.0,254.25,14.43,12.33,Energy-Aware
136,True,222,111,2.0,222,23294.25,248.75,24.76,14.22,Energy-Aware
137,True,110,110,1.0,110,29752.25,258.75,-0.26,2.45,Energy-Aware
137,True,165,110,1.5,163,24127.75,252.5,18.69,4.81,Energy-Aware
137,True,220,110,2.0,220,23667.25,240.5,20.24,9.33,Energy-Aware
138,True,103,103,1.0,103,49012.75,361.5,-2.04,2.76,Energy-Aware
138,True,155,103,1.5,155,39190.5,352.0,18.41,5.31,Energy-Aware
138,True,206,103,2.0,206,34405.75,340.25,28.37,8.47,Energy-Aware
139,True,114,114,1.0,114,40242.25,328.0,11.48,2.53,Energy-Aware
139,True,171,114,1.5,171,36550.25,317.75,19.6,5.57,Energy-Aware
139,True,228,114,2.0,228,33200.0,309.25,26.97,8.1,Energy-Aware
140,True,89,89,1.0,89,47889.25,297.25,3.98,0.5,Energy-Aware
140,True,134,89,1.5,134,32061.5,290.0,35.71,2.93,Energy-Aware
140,True,178,89,2.0,178,31709.75,275.0,36.42,7.95,Energy-Aware
141,True,105,105,1.0,105,31189.5,250.0,9.31,4.12,Energy-Aware
141,True,158,105,1.5,158,22368.25,238.75,34.96,8.44,Energy-Aware
141,True,210,105,2.0,210,21912.25,234.25,36.28,10.16,Energy-Aware
142,True,100,100,1.0,100,39593.0,317.5,5.44,2.53,Energy-Aware
142,True,150,100,1.5,150,31253.75,301.0,25.35,7.6,Energy-Aware
142,True,200,100,2.0,200,29994.25,292.5,28.36,10.21,Energy-Aware
143,True,121,121,1.0,121,34072.0,315.25,7.44,1.64,Energy-Aware
143,True,182,121,1.5,182,31261.0,296.75,15.08,7.41,Energy-Aware
143,True,242,121,2.0,242,29339.5,291.75,20.3,8.97,Energy-Aware
144,True,98,98,1.0,98,17324.0,193.0,4.62,4.1,Energy-Aware
144,True,147,98,1.5,147,17243.75,187.5,5.06,6.83,Energy-Aware
144,True,196,98,2.0,195,18467.25,182.0,-1.68,9.57,Energy-Aware
145,True,105,105,1.0,105,23467.75,260.5,4.83,4.58,Energy-Aware
145,True,158,105,1.5,158,27686.5,251.0,-12.27,8.06,Energy-Aware
145,True,210,105,2.0,209,31274.75,245.25,-26.82,10.16,Energy-Aware
146,True,88,88,1.0,88,29457.5,301.25,1.82,1.79,Energy-Aware
146,True,132,88,1.5,131,27775.0,284.5,7.42,7.25,Energy-Aware
146,True,176,88,2.0,173,29230.0,278.0,2.57,9.37,Energy-Aware
147,True,136,136,1.0,136,62151.75,325.75,1.39,0.61,Energy-Aware
147,True,204,136,1.5,204,60507.0,306.5,4.0,6.48,Energy-Aware
147,True,272,136,2.0,272,57786.5,297.5,8.32,9.23,Energy-Aware
148,True,96,96,1.0,96,36453.75,223.25,4.63,1.0,Energy-Aware
148,True,144,96,1.5,144,35857.75,209.25,6.19,7.21,Energy-Aware
148,True,192,96,2.0,192,35910.0,204.75,6.05,9.2,Energy-Aware
149,True,95,95,1.0,95,49273.25,294.0,4.02,1.92,Energy-Aware
149,True,143,95,1.5,143,52847.0,280.5,-2.94,6.42,Energy-Aware
149,True,190,95,2.0,190,52364.0,272.5,-2.0,9.09,Energy-Aware
150,True,98,98,1.0,98,40392.75,189.5,14.24,9.22,Energy-Aware
150,True,147,98,1.5,147,34496.25,182.5,26.76,12.57,Energy-Aware
150,True,196,98,2.0,196,29097.5,178.25,38.22,14.61,Energy-Aware
151,True,97,97,1.0,97,49785.25,234.0,5.29,3.11,Energy-Aware
151,True,146,97,1.5,144,43069.75,225.25,18.06,6.73,Energy-Aware
151,True,194,97,2.0,194,41540.5,222.0,20.97,8.07,Energy-Aware
152,True,99,99,1.0,99,61773.75,291.75,6.51,1.6,Energy-Aware
152,True,149,99,1.5,141,53468.25,277.5,19.08,6.41,Energy-Aware
152,True,198,99,2.0,198,46368.0,271.25,29.83,8.52,Energy-Aware
153,True,101,101,1.0,101,114862.0,424.0,7.3,0.64,Energy-Aware
153,True,152,101,1.5,152,55715.0,412.75,55.03,3.28,Energy-Aware
153,True,202,101,2.0,202,48834.75,405.25,60.59,5.04,Energy-Aware
154,True,79,79,1.0,79,78607.25,274.75,14.87,3.93,Energy-Aware
154,True,119,79,1.5,119,48734.0,267.0,47.22,6.64,Energy-Aware
154,True,158,79,2.0,158,33194.5,260.0,64.05,9.09,Energy-Aware
155,True,105,105,1.0,105,84533.5,345.0,10.98,4.89,Energy-Aware
155,True,158,105,1.5,158,42515.0,334.75,55.23,7.72,Energy-Aware
155,True,210,105,2.0,210,36676.5,320.25,61.38,11.72,Energy-Aware
156,True,106,106,1.0,106,26651.5,266.75,13.21,5.91,Energy-Aware
156,True,159,106,1.5,159,19851.25,248.75,35.36,12.26,Energy-Aware
156,True,212,106,2.0,212,16738.0,243.75,45.49,14.02,Energy-Aware
157,True,117,117,1.0,117,30932.0,329.0,8.99,3.24,Energy-Aware
157,True,176,117,1.5,176,20801.25,316.25,38.8,6.99,Energy-Aware
157,True,234,117,2.0,234,22305.0,305.75,34.37,10.07,Energy-Aware
158,True,98,98,1.0,98,27902.75,281.25,9.12,4.5,Energy-Aware
158,True,147,98,1.5,147,22666.25,269.5,26.17,8.49,Energy-Aware
158,True,196,98,2.0,196,17623.5,262.5,42.6,10.87,Energy-Aware
159,True,108,108,1.0,108,15955.5,342.5,10.22,1.93,Energy-Aware
159,True,162,108,1.5,160,23816.75,332.0,-34.02,4.94,Energy-Aware
159,True,216,108,2.0,216,20737.25,322.75,-16.69,7.59,Energy-Aware
160,True,105,105,1.0,105,12983.5,287.0,11.83,1.03,Energy-Aware
160,True,158,105,1.5,158,16298.25,273.0,-10.68,5.86,Energy-Aware
160,True,210,105,2.0,210,18593.75,266.5,-26.26,8.1,Energy-Aware
161,True,105,105,1.0,105,14887.75,309.5,4.7,2.37,Energy-Aware
161,True,158,105,1.5,149,22468.0,295.25,-43.83,6.86,Energy-Aware
161,True,210,105,2.0,210,18838.5,288.25,-20.59,9.07,Energy-Aware
162,True,108,108,1.0,108,54934.25,222.0,15.53,4.41,Energy-Aware
162,True,162,108,1.5,162,31448.5,208.5,51.64,10.23,Energy-Aware
162,True,216,108,2.0,216,35674.0,203.5,45.15,12.38,Energy-Aware
163,True,107,107,1.0,107,36456.25,226.0,21.19,2.9,Energy-Aware
163,True,161,107,1.5,161,33348.5,219.0,27.91,5.91,Energy-Aware
163,True,214,107,2.0,214,25637.5,213.0,44.58,8.49,Energy-Aware
164,True,106,106,1.0,106,55041.75,257.75,-0.97,3.19,Energy-Aware
164,True,159,106,1.5,159,40317.25,241.5,26.04,9.3,Energy-Aware
164,True,212,106,2.0,212,34336.25,236.75,37.01,11.08,Energy-Aware
165,True,100,100,1.0,100,37303.75,198.75,12.89,5.58,Energy-Aware
165,True,150,100,1.5,150,33886.0,190.0,20.87,9.74,Energy-Aware
165,True,200,100,2.0,200,30724.25,186.0,28.25,11.64,Energy-Aware
166,True,100,100,1.0,100,56692.75,266.0,9.47,5.84,Energy-Aware
166,True,150,100,1.5,150,48881.5,252.25,21.95,10.71,Energy-Aware
166,True,200,100,2.0,200,38769.0,247.0,38.09,12.57,Energy-Aware
167,True,117,117,1.0,117,69320.5,334.75,3.58,2.41,Energy-Aware
167,True,176,117,1.5,176,66021.0,318.0,8.17,7.29,Energy-Aware
167,True,234,117,2.0,233,51707.25,310.75,28.08,9.4,Energy-Aware
168,True,116,116,1.0,116,42833.0,305.5,4.88,4.23,Energy-Aware
168,True,174,116,1.5,174,36081.5,298.25,19.88,6.5,Energy-Aware
168,True,232,116,2.0,232,33194.0,282.25,26.29,11.52,Energy-Aware
169,True,95,95,1.0,95,62496.25,290.0,7.37,2.77,Energy-Aware
169,True,143,95,1.5,143,40594.25,278.0,39.83,6.79,Energy-Aware
169,True,190,95,2.0,190,40789.75,267.25,39.54,10.39,Energy-Aware
170,True,104,104,1.0,104,38438.5,244.5,12.41,3.93,Energy-Aware
170,True,156,104,1.5,156,35629.25,231.0,18.81,9.23,Energy-Aware
170,True,208,104,2.0,208,25539.5,226.75,41.8,10.9,Energy-Aware
171,True,113,113,1.0,113,49164.75,346.0,10.36,2.67,Energy-Aware
171,True,170,113,1.5,170,46862.0,331.5,14.56,6.75,Energy-Aware
171,True,226,113,2.0,226,44742.25,321.0,18.43,9.7,Energy-Aware
172,True,99,99,1.0,99,41239.25,271.75,32.2,6.62,Energy-Aware
172,True,149,99,1.5,149,32073.25,260.75,47.27,10.4,Energy-Aware
172,True,198,99,2.0,198,36336.0,256.25,40.26,11.94,Energy-Aware
173,True,111,111,1.0,111,27964.5,240.0,28.02,5.79,Energy-Aware
173,True,167,111,1.5,164,34082.5,228.75,12.27,10.21,Energy-Aware
173,True,222,111,2.0,222,26663.25,224.0,31.37,12.07,Energy-Aware
174,True,100,100,1.0,100,73294.5,238.5,4.37,7.38,Energy-Aware
174,True,150,100,1.5,150,36071.5,231.75,52.94,10.0,Energy-Aware
